speech_id,topics
1130001349,"federalism, justice"
1130001350,"federalism, government"
1130001351,"education, health, justice, minorities"
1130001352,religion
1130001353,"budget, tax"
1130001354,None
1130001355,None
1130001356,None
1130001357,None
1130001358,"business, crime, foreign, justice, minorities, tax"
1130001359,None
1130001360,"budget, elections, labor"
1130001361,None
1130001362,"budget, business, elections, federalism, health, tax, government"
1130001363,justice
1130001364,None
1130001365,None
1130001366,None
1130001367,"elections, federalism, government, justice, labor, minorities"
1130001368,None
1130001369,justice
1130001370,None
1130001371,None
1130001372,"budget, business, elections, federalism, immigration, justice, minorities"
1130001373,None
1130001374,None
1130001375,None
1130001376,"elections, justice"
1130001377,federalism
1130001378,"business, federalism, health, labor, defense"
1130001379,"justice, minorities, tax"
1130001380,government
1130001381,None
1130001382,"justice, minorities"
1130001383,None
1130001384,None
1130001385,None
1130001386,None
1130001387,None
1130001388,justice
1130001389,None
1130001390,None
1130001391,"budget, business, elections, government, health, labor, money, tax"
1130001392,justice
1130001393,None
1130001394,None
1130001395,None
1130001396,None
1130001397,None
1130001398,"business, education, elections, federalism, labor, tax, trade"
1130001399,justice
1130001400,None
1130001401,None
1130001402,"budget, education, elections, federalism, government, labor, minorities"
1130001403,None
1130001404,None
1130001405,None
1130001406,justice
1130001407,None
1130001408,None
1130001409,None
1130001410,None
1130001411,"defense, justice, minorities"
1130001412,"foreign, health, justice, minorities"
1130001413,None
1130001414,None
1130001415,None
1130001416,None
1130001417,None
1130001418,None
1130001419,None
1130001420,None
1130001421,None
1130001422,None
1130001423,None
1130001424,None
1130001425,"crime, federalism, minorities"
1130001426,"crime, education, health, justice"
1130001427,"health, labor"
1130001428,"federalism, health, labor"
1130001429,None
1130001430,None
1130001431,None
1130001432,"alcohol, defense, federalism, labor, minorities"
1130001433,"federalism, justice, labor, minorities, religion"
1130001434,None
1130001435,None
1130001436,"elections, foreign, health, immigration, justice"
1130001437,None
1130001438,justice
1130001439,None
1130001440,None
1130001441,"alcohol, elections, federalism, government, immigration, justice, labor, minorities, tax, health"
1130001442,None
1130001443,None
1130001444,"business, education, minorities, money"
1130001445,"alcohol, foreign, minorities"
1130001446,None
1130001447,None
1130001448,justice
1130001449,None
1130001450,None
1130001451,religion
1130001452,None
1130001453,None
1130001454,"education, elections, environment, federalism, government"
1130001455,None
1130001456,None
1130001457,"education, federalism"
1130001458,elections
1130001459,"crime, labor"
1130001460,"alcohol, foreign, minorities"
1130001461,"crime, education, environment, federalism, foreign, immigration, justice, minorities"
1130001462,None
1130001463,"education, federalism"
1130001464,"education, federalism"
1130001465,"business, crime, defense, federalism, foreign, immigration, minorities, religion, topic"
1130001466,budget
1130001467,budget
1130001468,"education, federalism, labor"
1130001469,"education, elections, environment, federalism, minorities"
1130001470,"alcohol, business, federalism, justice"
1130001471,"budget, federalism, justice, minorities, government"
1130001472,None
1130001473,elections
1130001474,"business, economy, federalism, foreign, government, health, immigration, justice, labor, minorities"
1130001475,None
1130001476,elections
1130001477,None
1130001478,elections
1130001479,None
1130001480,None
1130001481,None
1130001482,None
1130001483,"budget, government, labor"
1130001484,education
1130001485,"minorities, money"
1130001486,"budget, labor, minorities"
1130001487,"budget, defense, labor"
1130001488,"health, justice, minorities"
1130001489,"budget, business"
1130001490,"labor, money"
1130001491,"budget, labor"
1130001492,"crime, elections, government"
1130001493,None
1130001494,None
1130001495,None
1130001496,None
1130001497,None
1130001498,"alcohol, budget, business, economy, labor"
1130001499,None
1130001500,None
1130001501,"budget, business, crime, elections, tax, justice, labor"
1130001502,"budget, labor"
1130001503,"budget, labor"
1130001504,"budget, business, government, justice, money"
1130001505,budget
1130001506,"budget, business, education, justice, labor, minorities"
1130001507,elections
1130001508,"budget, business, elections, labor"
1130001509,None
1130001510,None
1130001511,"budget, business, federalism, government, health, labor, tax"
1130001512,None
1130001513,None
1130001514,"elections, labor"
1130001515,"budget, justice, labor"
1130001516,"budget, labor"
1130001517,"budget, labor, tax"
1130001518,None
1130001519,None
1130001520,"budget, economy, government, labor"
1130001521,"budget, economy, government, health, justice, labor, tax"
1130001522,None
1130001523,None
1130001524,None
1130001525,"budget, elections"
1130001526,None
1130001527,"budget, elections, justice, minorities, tax"
1130001528,"budget, labor"
1130001529,"budget, elections, justice, labor"
1130001530,None
1130001531,federalism
1130001532,None
1130001533,None
1130001534,None
1130001535,elections
1130001536,None
1130001537,elections
1130001538,elections
1130001539,elections
1130001540,money
1130001541,None
1130001542,None
1130001543,None
1130001544,None
1130001545,"budget, education, labor, money, business"
1130001546,"budget, business, economy, labor"
1130001547,"budget, business"
1130001548,"budget, labor"
1130001549,None
1130001550,None
1130001551,None
1130001552,budget
1130001553,"budget, business, justice, labor, minorities, money, tax"
1130001554,"budget, federalism"
1130001555,"budget, justice, labor, minorities, money"
1130001556,None
1130001557,None
1130001558,"budget, labor"
1130001559,None
1130001560,"budget, business, labor"
1130001561,None
1130001562,"budget, economy, labor, tax"
1130001563,None
1130001564,"budget, labor"
1130001565,None
1130001566,"budget, labor"
1130001567,None
1130001568,"budget, government, labor, tax"
1130001569,None
1130001570,budget
1130001571,None
1130001572,"budget, business, crime, education, labor, tax, government"
1130001573,None
1130001574,"budget, labor"
1130001575,None
1130001576,"budget, business, environment, health"
1130001577,None
1130001578,"budget, government, health"
1130001579,None
1130001580,"budget, labor"
1130001581,None
1130001582,"budget, labor"
1130001583,None
1130001584,None
1130001585,None
1130001586,"budget, business"
1130001587,budget
1130001588,None
1130001589,"budget, labor, tax"
1130001590,None
1130001591,"budget, elections, government, health, labor"
1130001592,None
1130001593,"budget, justice, labor, minorities"
1130001594,None
1130001595,None
1130001596,budget
1130001597,None
1130001598,None
1130001599,budget
1130001600,None
1130001601,"budget, education, labor, minorities"
1130001602,None
1130001603,"budget, labor"
1130001604,None
1130001605,None
1130001606,None
1130001607,None
1130001608,labor
1130001609,None
1130001610,None
1130001611,"budget, business, health, money"
1130001612,None
1130001613,None
1130001614,None
1130001615,"budget, labor"
1130001616,"budget, labor"
1130001617,"budget, business, elections, labor, tax, topic"
1130001618,"budget, crime, elections, government, justice, labor"
1130001619,"budget, crime, federalism, justice, labor, money"
1130001620,"budget, government, labor"
1130001621,None
1130001622,"budget, business, labor"
1130001623,budget
1130001624,None
1130001625,"budget, business, economy, elections, labor"
1130001626,None
1130001627,"budget, business, economy, elections, government, health, justice, labor, minorities, tax"
1130001628,None
1130001629,None
1130001630,justice
1130001631,"business, economy, labor"
1130001632,None
1130001633,None
1130001634,"budget, elections, labor, money"
1130001635,None
1130001636,None
1130001637,"business, economy, elections, labor"
1130001638,None
1130001639,"budget, labor"
1130001640,budget
1130001641,"budget, elections, labor"
1130001642,"budget, business, economy, elections, labor"
1130001643,"budget, crime, economy, elections, government, health, immigration, justice, labor, minorities, money, trade"
1130001644,None
1130001645,None
1130001646,None
1130001647,None
1130001648,justice
1130001649,None
1130001650,None
1130001651,"budget, economy, elections, government, health, labor"
1130001652,None
1130001653,None
1130001654,None
1130001655,None
1130001656,"budget, business, economy, labor"
1130001657,None
1130001658,None
1130001659,None
1130001660,elections
1130001661,None
1130001662,None
1130001663,elections
1130001664,elections
1130001665,None
1130001666,None
1130001667,None
1130001668,None
1130001669,None
1130001670,None
1130001671,None
1130001672,None
1130001673,None
1130001674,None
1130001675,"justice, minorities"
1130001676,None
1130001677,education
1130001678,"business, government"
1130001679,"budget, business"
1130001680,None
1130001681,None
1130001682,"alcohol, defense, education, federalism, justice, labor"
1130001683,None
1130001684,"business, defense, elections, foreign, justice"
1130001685,"foreign, immigration, labor"
1130001686,"federalism, government, immigration"
1130001687,None
1130001688,"budget, business, crime, education, elections, environment, federalism, health, justice, labor"
1130001689,None
1130001690,"health, justice, minorities"
1130001691,None
1130001692,"federalism, health, labor, topic, justice"
1130001693,None
1130001694,None
1130001695,budget
1130001696,None
1130001697,None
1130001698,None
1130001699,None
1130001700,None
1130001701,None
1130001702,justice
1130001703,None
1130001704,"justice, minorities"
1130001705,None
1130001706,None
1130001707,money
1130001708,justice
1130001709,None
1130001710,None
1130001711,"budget, business, federalism, government, justice, labor, minorities, tax"
1130001712,justice
1130001713,None
1130001714,None
1130001715,None
1130001716,None
1130001717,None
1130001718,None
1130001719,justice
1130001720,None
1130001721,None
1130001722,None
1130001723,"budget, business, defense, elections, federalism, justice, labor, money, tax"
1130001724,None
1130001725,None
1130001726,None
1130001727,budget
1130001728,"defense, minorities, tax"
1130001729,"budget, business, government, health, labor"
1130001730,"federalism, labor"
1130001731,None
1130001732,"alcohol, budget, defense, economy, education, elections, federalism, government, health, immigration, justice, labor, minorities, money"
1130001733,justice
1130001734,None
1130001735,None
1130001736,"budget, business, elections, justice, labor, tax"
1130001737,None
1130001738,"budget, economy, elections, health, labor, tax"
1130001739,None
1130001740,None
1130001741,None
1130001742,"business, defense, education, federalism, labor, minorities"
1130001743,None
1130001744,"federalism, minorities, topic"
1130001745,justice
1130001746,None
1130001747,None
1130001748,None
1130001749,"budget, labor"
1130001750,None
1130001751,"budget, minorities"
1130001752,"business, defense, elections, justice, minorities"
1130001753,None
1130001754,None
1130001755,"elections, federalism, immigration, justice, labor, minorities"
1130001756,justice
1130001757,None
1130001758,None
1130001759,None
1130001760,None
1130001761,"alcohol, crime, health, justice, defense, foreign"
1130001762,None
1130001763,"business, federalism, labor, topic"
1130001764,None
1130001765,None
1130001766,None
1130001767,justice
1130001768,None
1130001769,None
1130001770,"economy, foreign, immigration, labor, tax"
1130001771,justice
1130001772,None
1130001773,None
1130001774,"business, elections, federalism, foreign, government, justice, labor, minorities, tax"
1130001775,None
1130001776,None
1130001777,None
1130001778,None
1130001779,None
1130001780,justice
1130001781,None
1130001782,None
1130001783,None
1130001784,"budget, business, elections, federalism, foreign, justice, labor, minorities"
1130001785,"budget, business, economy, federalism, immigration, justice, minorities"
1130001786,"defense, elections, labor, minorities"
1130001787,"defense, health, labor"
1130001788,None
1130001789,"elections, federalism, immigration, justice, labor, minorities"
1130001790,"education, justice, minorities"
1130001791,"budget, economy, education, federalism, government, justice, business"
1130001792,None
1130001793,"budget, foreign, government, health, immigration, labor, minorities, tax"
1130001794,"budget, business, health, money, tax"
1130001795,None
1130001796,"foreign, immigration"
1130001797,None
1130001798,None
1130001799,None
1130001800,None
1130001801,None
1130001802,None
1130001803,None
1130001804,None
1130001805,justice
1130001806,None
1130001807,None
1130001808,None
1130001809,justice
1130001810,None
1130001811,None
1130001812,religion
1130001813,None
1130001814,None
1130001815,"defense, federalism, foreign, money, trade, business"
1130001816,None
1130001817,"education, federalism"
1130001818,None
1130001819,"economy, labor, tax"
1130001820,"defense, education, federalism, foreign, immigration"
1130001821,"federalism, justice"
1130001822,foreign
1130001823,"education, immigration"
1130001824,None
1130001825,"federalism, foreign, health, immigration"
1130001826,"business, health, tax"
1130001827,"crime, health, minorities"
1130001828,"defense, federalism"
1130001829,"business, elections, federalism, minorities"
1130001830,"education, elections, federalism, labor, minorities"
1130001831,"education, federalism"
1130001832,"foreign, government"
1130001833,"federalism, justice, labor, minorities"
1130001834,"defense, education, federalism, justice, labor, minorities"
1130001835,"education, environment, foreign, health, minorities, money"
1130001836,"health, justice, minorities"
1130001837,"education, federalism, foreign, minorities"
1130001838,"alcohol, elections, immigration, justice, minorities"
1130001839,"education, elections, federalism, minorities"
1130001840,"education, money"
1130001841,federalism
1130001842,"federalism, tax"
1130001843,"education, federalism"
1130001844,federalism
1130001845,"defense, education"
1130001846,"alcohol, health, justice, minorities"
1130001847,"crime, elections, federalism, justice, labor, minorities"
1130001848,"federalism, health"
1130001849,"defense, education, federalism, health, immigration, minorities"
1130001850,budget
1130001851,"defense, education, elections, health, labor, minorities"
1130001852,"defense, justice, labor, minorities"
1130001853,"education, federalism, foreign, money"
1130001854,elections
1130001855,"federalism, justice, minorities"
1130001856,None
1130001857,justice
1130001858,None
1130001859,None
1130001860,None
1130001861,None
1130001862,money
1130001863,justice
1130001864,None
1130001865,None
1130001866,None
1130001867,"budget, elections, labor, tax"
1130001868,justice
1130001869,None
1130001870,None
1130001871,None
1130001872,None
1130001873,"environment, federalism, government, justice, labor, money, health"
1130001874,None
1130001875,None
1130001876,None
1130001877,"alcohol, business, federalism, foreign, justice, minorities"
1130001878,justice
1130001879,None
1130001880,None
1130001881,"budget, business, economy, federalism, government, health, labor, money, tax"
1130001882,None
1130001883,"alcohol, budget, business, defense, economy, federalism, labor, tax"
1130001884,None
1130001885,None
1130001886,None
1130001887,"budget, economy, federalism, government, health, labor"
1130001888,None
1130001889,None
1130001890,None
1130001891,"crime, defense, education, federalism, foreign, justice, minorities"
1130001892,None
1130001893,"business, defense, federalism, justice"
1130001894,justice
1130001895,None
1130001896,None
1130001897,"budget, business, justice, labor, health"
1130001898,None
1130001899,None
1130001900,None
1130001901,justice
1130001902,None
1130001903,None
1130001904,"health, immigration, justice, minorities"
1130001905,justice
1130001906,None
1130001907,None
1130001908,None
1130001909,None
1130001910,None
1130001911,None
1130001912,None
1130001913,"budget, economy, elections, foreign, government, health, justice, labor, money, tax"
1130001914,None
1130001915,"budget, money"
1130001916,"budget, elections, federalism, immigration"
1130001917,justice
1130001918,None
1130001919,None
1130001920,None
1130001921,None
1130001922,"budget, business, labor, money, tax"
1130001923,justice
1130001924,None
1130001925,None
1130001926,None
1130001927,None
1130001928,"business, elections, federalism, government, health, justice, minorities, tax"
1130001929,"elections, government, justice, minorities"
1130001930,"budget, business, education, elections, federalism, government, labor, trade"
1130001931,None
1130001932,None
1130001933,None
1130001934,"budget, elections, federalism, tax, justice, mail"
1130001935,None
1130001936,None
1130001937,None
1130001938,None
1130001939,justice
1130001940,money
1130001941,None
1130001942,None
1130001943,None
1130001944,"elections, federalism, foreign, immigration"
1130001945,None
1130001946,"justice, minorities"
1130001947,None
1130001948,None
1130001949,None
1130001950,None
1130001951,"elections, justice"
1130001952,None
1130001953,"elections, justice, minorities"
1130001954,"budget, defense, elections, federalism, labor, tax, minorities"
1130001955,None
1130001956,None
1130001957,"budget, defense, elections, foreign, labor"
1130001958,None
1130001959,"budget, elections, environment, federalism, justice, money, tax"
1130001960,None
1130001961,None
1130001962,"elections, federalism, labor"
1130001963,justice
1130001964,None
1130001965,None
1130001966,"alcohol, elections"
1130001967,"elections, justice, minorities"
1130001968,"elections, federalism, justice, labor"
1130001969,"business, crime, elections, federalism, justice, labor, minorities"
1130001970,None
1130001971,None
1130001972,None
1130001973,elections
1130001974,justice
1130001975,None
1130001976,None
1130001977,None
1130001978,"federalism, justice, labor, minorities"
1130001979,None
1130001980,None
1130001981,"justice, minorities"
1130001982,None
1130001983,None
1130001984,None
1130001985,None
1130001986,None
1130001987,None
1130001988,justice
1130001989,None
1130001990,None
1130001991,None
1130001992,None
1130001993,None
1130001994,justice
1130001995,None
1130001996,None
1130001997,elections
1130001998,None
1130001999,elections
1130002000,None
