,federalism,justice,foreign,elections,minorities,budget,labor,health,immigration,economy,government,money,alcohol,tax,business,education,defense,religion,trade,mail,environment,crime,topic
2013-01,282,321,132,261,245,198,252,130,52,40,77,78,27,73,119,96,95,22,10,4,20,44,9
